95406;1
95362;1
44083;1
73085;14349
94556;1
63868;1
63850;1
61702;1
41897;1
63820;1
84750;1
69962;21999
73224;1
57565;9179
62805;1
63816;21419
61663;1
63822;28159
88161;13639
92427;1
71486;7499
73080;1
71487;8449
72818;1
85595;1
63865;1
73001;6269
90149;7189
90344;6399
67920;7139
67922;9964
67923;8205
72674;10809
58673;12549
73911;1
91526;1
73076;8619
73074;9609
23413;14086
94516;1
57568;1
80505;1
63840;1
63841;1
73002;9979
73020;1
73073;8179
79650;1
69478;40159
70511;21949
90792;1
66742;4999
63857;23459
87928;1
89566;14489
94577;10039
63845;12999
61665;1
63853;1
63854;1
63855;1
83185;1
92573;1
80431;1
62978;1
73081;1
72984;15106
85596;1
63815;3459
71495;81999
72987;1
90276;12479
92085;1
83173;1
83175;1
73019;1
71496;8279
66743;13309
72247;5204
72557;8819
63881;78399
32357;10099
5256;8413
24175;3999
22159;4525
51569;4672
5923;19873
37655;13511
57955;4763
22531;8869
93448;10728
63443;10728
83505;11921
63156;11939
32350;19873
73086;1
87194;1
61299;1
64826;11602
73084;5558
60668;12644
70537;7819
99296;1
43893;14229
83317;7995
60669;8740
60670;9534
71659;9989
60671;16072
29495;1
1418;6039
10736;3173
89494;4069
26651;8180
83152;8812
41900;4763
29493;1
63864;1
79046;1
85285;1
69731;45189
75956;30129
35458;1
80559;8740
40245;13798
30490;27029
57567;16620
1573;16135
2041;7529
56607;8182
1574;8859
41889;9411
80439;15817
41545;20919
63863;1
62807;23849
12908;3411
10841;3570
32274;4406
33944;10989
12187;10966
93612;10966
29485;12219
71782;1
94515;16049
31951;7669
89593;1
76971;9789
73087;1
73089;1
41894;1
54050;7944
63871;8740
2034;1
12495;1
65725;15896
63154;14306
99294;26234
38130;1
99297;40929
76972;1
21939;1
32222;39043
32365;1
29293;26769
73023;34982
29489;1
11013;8821
11014;7580
11015;11609
91544;15499
29499;16692
33116;18760
63862;1
28594;29415
44531;36500
28998;42139
32225;46115
4055;1
11011;1
43886;1
94659;7769
76970;7944
85477;8869
98173;1
94658;8740
74832;9559
66126;13623
63877;32596
66332;38162
72610;52405
63440;55658
21849;11523
63155;23849
70098;1
63814;12969
70920;17487
37722;1
13873;11602
73091;1
74425;15899
5154;16294
89172;7099
72999;1
89940;4099
68043;14399
92145;1
2033;1
54286;14364
53818;12953
54013;18409
73000;29289
47384;5956
22797;22799
18102;33819
2824;16029
63846;24559
42017;15349
32368;17909
41546;9549
40421;10259
44570;23849
94554;1
83109;1
32304;1
27420;15102
73090;1
73914;14099
54048;7599
63860;8009
71489;21959
51720;1
25521;1
88697;68399
21020;1
60420;1
35453;1
27939;1
2122;1
95481;21499
30190;1
12336;1
24041;1
40424;1
92428;34186
95990;22119
22801;8179
27555;12715
72273;1
63880;1
93829;15059
1559;7023
52987;7739
4033;8330
13887;4434
33037;1
89493;5241
73229;8003
36157;8949
4038;1
14440;6529
83477;8269
80885;10410
93514;6790
36050;9693
94369;1
57569;10879
66501;1
94555;12359
64820;1
64811;1
85635;1
72997;1
89667;13219
85057;1
33945;3679
21037;3650
29497;11209
32362;1
70689;8657
29496;11125
5502;7349
93675;9698
63861;10489
72989;12079
91141;3809
61316;8342
34790;4366
64821;3919
91761;1
64822;1
90225;1
70539;11399
94212;8421
64823;1
35452;7128
25370;9027
85581;12953
32364;6910
72929;1
71494;1
72993;1
72994;1
89673;5749
76470;8899
1595;7547
38681;9534
91527;4659
60164;4594
84110;5062
51563;1
37237;5387
22550;4079
13174;15896
2043;18409
81136;5240
57570;5558
32197;5558
46078;22599
1131;20795
28593;21759
37443;23053
72932;8182
79727;1
63879;1
72276;21851
60399;1
60400;1
87228;47704
63878;31932
33007;1
85863;1
30049;36571
30234;9337
35451;7239
31612;27414
27791;5400
37610;5877
38138;7705
57571;7895
63168;8147
64860;8399
68062;1
32862;1
11071;50886
4025;31800
60907;1
51021;6549
51022;6886
52157;1
10842;3917
89693;1
56581;1
73912;1
89108;6999
89692;1
89116;6579
89114;11740
71250;1
89121;1
89688;8269
89125;9559
95502;11909
95503;12259
87329;11999
20680;16710
20678;25710
17076;11400
21004;26310
42848;1
18022;1
18424;7619
16460;18219
71082;1
50292;1
51112;8310
77188;12940
95298;1
59639;1
58224;1
58225;8010
58226;8100
37054;8460
76476;5579
58228;6899
65740;2640
65741;3790
57920;66850
57918;1
57919;42990
74894;1
93821;19370
78771;1
78772;1
80066;1
78773;1
74755;25880
74247;32990
74248;49540
74249;58960
74250;1
74251;1
82154;1
82155;1
95687;1
75859;155460
83668;1
56577;1
59687;44169
59023;37919
71095;1
60414;1
60416;1
60417;1
80145;1
60418;107260
55127;1
80148;1
75858;53990
80151;1
75857;1
96143;1
79155;4110
78151;1
80146;4730
80147;4999
59627;3949
59629;1
59628;2790
50224;5579
70896;3899
50225;6519
50226;1
66424;2390
63152;4399
55292;9569
77531;2370
77532;3789
60413;72850
74752;1499
50228;1
66425;1
76477;1
78774;13055
89449;1
87619;1
90224;1
90452;1
87615;1
48666;2099
81806;3299
82175;3620
82176;4999
48675;24599
70895;1
48627;10509
52995;3449
70503;2539
58460;7219
58461;6629
58462;9599
65226;9499
65233;10799
82777;4799
58231;1
80162;1
69928;41310
69927;1
88381;1
94485;68560
95774;9940
44888;11389
95339;1
44889;11869
44890;13549
44891;14559
59640;451
59643;1049
59641;949
59642;2400
76771;1
74297;1
80069;2099
51919;6999
59632;1
65737;1
59631;3170
84728;1999
87610;5339
78152;1
69666;9699
78153;10540
78154;1
80337;6340
71985;6639
52988;5459
65739;1
65738;1
93823;4099
48658;5899
71256;3069
48659;6240
48660;6499
69268;7659
67349;16490
82185;1
46377;1
70288;1
46374;1
46375;1
46376;1
55985;6660
74278;1
48337;5179
48339;3939
50411;12600
58233;10189
58234;1
65997;1
49563;1
49565;1
48336;7589
71561;1
48335;4390
48661;5940
69269;5590
48342;3199
44542;3319
75864;1
75865;23400
75866;14649
75867;32400
75868;50820
53727;1
53731;1
53729;1
52764;1
72400;1511
48664;1
50405;1
50227;12739
51066;1
72287;1
73735;30680
25753;6689
26119;6599
26120;1
26122;8199
26118;5249
53532;3259
53533;3389
70505;2189
53534;3709
53535;1
53536;5370
88454;5529
53537;5380
90443;1
66317;5859
53539;7559
60165;2609
60166;3540
60167;3369
60168;2999
60169;4559
58229;5679
48625;1
93826;9179
60012;7370
60011;6579
53234;3760
71560;3860
95318;1
95319;1
31171;20459
61274;7030
61276;5740
52994;4299
77533;1619
79665;2830
80065;2310
80067;1
80068;1
80070;1
90306;1
93753;1
99528;10999
