28675;18099
79454;4577
72873;1
34051;1
21278;1
15275;1
4118;1
29172;1
37521;1
36428;1
89796;1
37522;1
36713;1
45897;1
37028;1
38870;1
43145;1
42209;1
44901;1
43146;1
83963;3369
68792;7220
63983;10515
66355;5396
63984;9424
63107;1
77504;29529
76645;29792
77505;1
75261;25629
88607;1
35265;1
22661;1
62532;7220
63981;8512
88464;12540
91591;10184
72879;1
72878;1
72877;1
72876;1
72880;12249
26692;14364
61826;1
27819;12540
38871;1
43857;1
18377;4372
30709;1
21168;26889
30657;1
28187;12269
28185;1
43141;1
40999;1
50991;4499
59605;7600
83347;2660
84424;1
92654;1
87081;5399
43142;7129
43143;1
3434;1
35984;1
70569;19289
72882;13452
62349;1
72881;12299
63985;19100
59917;1
5595;5999
31628;1
80601;75529
4119;1
82988;1
4121;1
92752;7929
23905;1
4117;1
87770;11619
21692;1
19616;1
22662;1
54161;1
54162;1
54160;1
41094;1
25242;1
88740;1
57721;1
44125;1
67955;12609
62923;14894
72323;1
8258;1
72325;1
11601;1
14882;3769
6057;5335
83950;1
26680;14894
28884;1
37784;1
42507;1
66175;1
84205;20849
66176;11379
3589;1
2862;1
38304;1
35982;1
77666;1
9102;1
2864;1
86557;7409
82672;9009
79643;4739
4129;65799
2253;1
22666;1
62465;3019
8372;1
28668;1
61241;1
12308;6349
20838;1
88079;4479
22042;1
29334;17265
51573;1
59604;1
66976;3859
87205;3979
4127;1
4543;1
2185;62837
27872;1
2365;1
30708;1
29816;1
48105;1
21648;5409
31321;1
71541;26231
73056;1
13956;1
22517;16399
22039;16069
60778;1
40389;1
875;1
40388;1
59931;20599
40387;1
4549;1
77729;1
5155;40799
26884;1
35854;1
48106;9439
57136;1
65211;1
27867;1
62463;8334
1258;21729
73591;7188
75419;1
73583;1
74017;1
69903;1
15287;1
1969;1
1629;1
18275;8225
38238;1
35133;1
7856;1
28077;1
80983;8596
1257;1
31468;16821
48371;33641
4131;1
60790;1
73215;17619
87968;5479
72896;1
72897;8119
73581;1
63101;12129
73058;29599
66172;7711
92954;1
46269;1
44117;1
72810;1
54148;5558
57137;1
55552;8349
58313;1
56141;9679
56451;1
59663;11359
63105;13499
72318;1
72322;1
72320;16499
40253;1
85709;12689
84440;13999
89244;7699
89242;7855
89245;9999
89243;8373
52305;5659
53758;7040
7470;1
10221;1
13067;1
35983;1
37783;1
37782;1
77084;1
56746;1
70427;1
68705;1
72895;1
21170;1
18378;1
19707;1
29335;10899
29336;11719
29338;1
20550;17239
14106;1
29853;1
14107;1
73476;10509
79208;1
6361;1
11052;1
74329;19569
66394;1
70678;1
38556;30500
72611;1
31020;1
881;1
882;1
38559;1
83830;15759
35230;1
41192;1
24508;1
37819;1
38108;1
71710;1
51576;1
73473;1
40386;1
74015;1
63098;1
72229;1
40737;1
46789;38929
38069;54269
38070;46709
38067;65799
44112;6639
76423;13279
63102;1
92606;8739
44123;1
73578;1
65210;1
80905;1
41179;1
41260;1
63095;1
72615;1
57766;1
63062;1
73588;8499
92024;1
60148;11295
62338;1
58689;1
73585;1
62055;1
66829;1
71829;1
74490;1
68790;4389
75926;1
93751;1
62924;1
74797;1
92026;18869
75506;1
69988;16699
70009;10749
72314;5579
68793;1
68445;1
81258;1
68446;1
88043;9099
68791;1
92756;10299
84369;1
90947;1
92635;1
84368;20439
92345;10929
85699;22679
91850;1
90517;1
88880;1
87250;27399
90109;17800
80590;1
81257;1
89077;1
83348;1
91933;1
81025;1
90150;5599
92551;1
89879;7649
76258;1
79179;1
93277;3279
94139;6089
93169;1
93168;1
22668;1
50398;30709
38554;37519
4134;1
37073;1
11036;1
30656;1
41359;29788
63106;1
38558;68459
34549;47959
85700;1
69513;1
93866;29689
17338;1
4145;1
18389;22239
12201;19100
884;9411
1473;11115
23979;1
14945;41399
80756;54199
60779;44979
54158;66939
54228;56949
27887;1
39865;1
27888;1
29841;1
70142;13849
69248;14909
72324;30381
70544;7316
82526;1
72792;9191
30702;1
43137;1
24801;1
886;49834
18421;37899
44127;1
21508;29839
11037;31519
8245;1
13161;1
62464;1
39992;1
63198;1
67745;1
82958;18099
92025;45799
77461;1
51579;1
74426;1
89573;1
93171;1
92028;13849
92027;1
23421;1
61778;1
61776;1
61777;1
89572;1
46287;8849
95376;8599
95359;5899
95361;11679
95115;14299
95364;1
95360;1
93021;8389
95365;11099
95035;1
61491;1
94763;1
95372;15489
95367;7168
95375;5199
95370;8619
